Ticker,Beta,Alpha,StdErrA,StdErrB,R-squared,CAPM,AdjCAPM,Sharpe Ratio (Arth),Sharpe Ratio (Log),Sortino Ratio (Arth),Sortino Ratio (Log),Purchase Closing Price,Recent Closing Price,Look Back Common Shares,Purchase Price Common Shares,Current Common Shares,Current Market Value,+SortinoWeight,bruteAllocation
STLD,1.4379352750297865,5.446546578132092e-06,0.012177425548708489,0.24572394225389527,0.4017170016424294,0.07843656957657869,0.07843685824354733,0.30832356829289,0.31354183307889,0.6719668898080384,0.6052840133953401,19.7,97.5,218.7,240.4,175.6,17213.0,0.001,0.00921827999819515
MRVL,1.1435443337483278,0.01348279571084559,0.01146429264385378,0.2313338868164012,0.32392890111120465,0.06283384968866138,0.0635484378613362,0.29679123539924457,0.30816955018050146,0.6103312977079809,0.5589753746405861,14.5,40.1,583.5,511.1,852.6,33038.3,0.001,0.009106716741530426
NFLX,0.9021552321446222,0.002625061069306169,0.01355897974595223,0.2736018333915793,0.1757226446508472,0.05004022730366498,0.05017935554033821,0.24858203981312743,0.25259608986230564,0.40302690195370766,0.3467396923706224,48.8,296.9,387.8,422.9,445.0,132892.0,0.001,0.008929951340187965
PLD,0.8739756393058854,0.00803578441560078,0.00603250885945702,0.12172785230327612,0.5026759005065897,0.04854670888321193,0.04897260545723877,0.4247784472809611,0.4338441263289332,0.7758655200831404,0.7305853347571848,43.0,111.0,458.6,500.0,923.2,103772.9,0.001,0.008875189686164742
LHX,0.7687416735203916,0.0027743138778224207,0.00923790157012018,0.18640833260558326,0.2500782750806936,0.042969308696580756,0.04311634733210534,0.3198003817504861,0.32646452080700583,0.6354466213007711,0.591609790816805,71.8,252.8,115.8,104.6,191.4,47836.4,0.0010000000000538452,0.008791611186789705
DE,0.9723722890637007,0.011209960684414091,0.009318373675661852,0.1880321506232815,0.3439876029521812,0.05376173132037613,0.054355859236650074,0.33367489868706557,0.34115140082795964,0.6082682079860521,0.5641770180706311,88.5,394.6,403.4,342.4,301.8,118065.8,0.001,0.008756687734180221
UNP,1.158220281614643,0.003930761912933034,0.006019862329376508,0.12147266246739613,0.6406244875272369,0.06361167492557608,0.06382000530696152,0.4224192294346504,0.43106114687355374,0.6947921354312514,0.6548396917822144,119.1,196.0,966.2,889.1,614.8,120365.7,0.02494262348687035,0.008335190284629488
HUM,0.9227942249623815,0.0002852604503732012,0.009275503366982052,0.18716708590066783,0.32278189286108727,0.05113409392300622,0.051149212726876,0.3308709566852587,0.3386684620715286,0.7335962745712028,0.6799492270863924,143.6,544.5,163.5,153.3,126.6,68225.1,0.001,0.008038367251594711
ADI,1.0536704740723553,2.7146219325007046e-05,0.007917081149597579,0.15975596676338905,0.4603210002726791,0.05807053512583483,0.05807197387545906,0.3761907425770072,0.38058192073491187,0.617327453363983,0.5642116337011868,55.5,140.7,298.0,311.2,514.3,72717.6,0.001,0.008009138923200217
NDSN,0.9267748220009504,0.0011951326378180842,0.007300545128573467,0.147315105513891,0.4369493961293852,0.05134506556605037,0.05140840759585473,0.3898141888129681,0.3932321863108254,0.5946711247358687,0.5539457448287497,78.0,221.1,65.2,62.2,57.2,12730.5,0.001,0.007976986983670026
RS,0.91058343846851,0.0067649606080228105,0.00872748112885404,0.17610873992622664,0.34392356709412064,0.05048692223883103,0.050845465151056236,0.3429244791564421,0.3518097701581408,0.7390113181231951,0.6822721851517076,61.3,199.9,75.0,78.1,60.3,11704.9,0.001,0.007662997675841638
HELE,0.8151825796779774,0.0054376625244371216,0.010140262808671556,0.20461675933642606,0.2373471818997519,0.0454306767229328,0.045718872836727965,0.3028308072026775,0.3086152176645353,0.6075986423485729,0.5631710754831832,65.1,92.1,31.6,28.4,24.0,2239.2,0.001,0.0075783275036933676
J,0.868564037936355,0.0070618197500296525,0.007688795271119583,0.15514946715506617,0.38061918990143573,0.04825989401062681,0.04863417045737838,0.37586589810633186,0.37866456250152775,0.5985632615668464,0.5564611013236834,44.7,114.2,128.5,130.6,127.6,14487.1,0.001,0.007290479762155496
GATX,0.9359140482192267,0.0038689416298108084,0.008039017678781655,0.162216480649187,0.3949285153392761,0.05182944455561902,0.052034498461998986,0.3699539458435424,0.3721163678866699,0.6224159083286769,0.5744096755147682,57.5,102.2,46.6,44.2,35.3,3543.1,0.001,0.006973089914574942
ROP,1.0630267385921761,0.00013490119514808564,0.006170464954337557,0.1245116193118614,0.5883448696477531,0.05856641714538533,0.058573566908728183,0.4234156961804712,0.428589100674243,0.8539887020290684,0.8046122648363759,156.4,400.4,96.5,100.2,106.0,41200.7,0.001,0.0069003705068295266
LULU,1.2933858327741166,0.01991177860554419,0.011513300071797867,0.23232279028749836,0.3780005292814256,0.07077544913702818,0.07183077340312202,0.30152690508230706,0.3166277811655221,0.7339209611602482,0.6742468390791643,55.8,320.6,109.4,132.2,122.3,42643.5,0.001,0.006699555942192797
COO,0.8683571006082902,0.0012330615250155427,0.007577669449454872,0.15290709869414365,0.38739378350329523,0.04824892633223938,0.0483142785930652,0.38197667126615886,0.3820642086951837,0.643356648432958,0.6018924612158475,162.1,269.2,47.8,48.2,49.3,13534.1,0.0010000000008109431,0.006441986977383431
JOE,1.1101293281610611,0.010929449059380295,0.010748427960184078,0.21688870778508182,0.33936377278057384,0.06106285439253624,0.061642115192683394,0.30572026628256965,0.3194314533673907,0.6973309217784078,0.6437225508860811,18.4,35.5,92.3,92.3,58.3,2084.9,0.001,0.0061915538190036295
VRSN,0.9010957668540911,0.004174856760254325,0.006689557679371408,0.1349862069232111,0.46631416667650094,0.04998407564326683,0.050205343051560304,0.40953647881546656,0.41171562716085497,0.6603479790456267,0.6176879801647798,57.0,185.8,159.4,121.1,107.3,19846.3,0.00100000000099529,0.0061474858658188275
MCO,1.2071513575816444,0.003490385939788414,0.005746532540789008,0.11595723780571404,0.6799993088881668,0.06620502195182715,0.06639001240663593,0.4364530375058388,0.4365723974610175,0.7579532913497397,0.7069784819860652,95.8,261.0,222.0,208.6,183.2,47076.9,0.001,0.006068670253053434
FELE,0.9677385462008791,0.001101870702186425,0.006180559644414439,0.12471531647523973,0.5414126439023933,0.05351614294864659,0.05357454209586246,0.42695261006689916,0.42894270046693783,0.7094426387441747,0.6645945064016282,37.5,80.9,46.4,47.5,46.3,3801.9,0.001,0.005935130330265396
GRMN,1.045924773127873,0.0028784286274163716,0.007353969924470311,0.148393145482961,0.4934397599117911,0.05766001297577726,0.057812569693030336,0.39287297768900975,0.39532466166318025,0.6571095513149915,0.6137549703902032,52.8,85.9,194.2,191.8,191.7,16276.1,0.0010000000002057365,0.005830740355554033
SAIA,1.2960117832591276,0.011276365728277483,0.011888825989221929,0.2399003943121633,0.3639688340598488,0.07091462451273377,0.07151227189633247,0.30007246506193513,0.31044858948532134,0.6270299565559112,0.5688193907548097,55.4,189.9,23.9,24.8,26.4,5253.3,0.001,0.005815304321529913
RSG,0.8378297721160284,0.0045439334231448785,0.005103271094922593,0.10297709370661912,0.5648307543507379,0.04663097792214951,0.04687180639357618,0.472153270738889,0.4695753250276632,0.6500137171320554,0.597438074187268,40.3,134.6,370.4,355.5,315.9,42215.0,0.001,0.005530036617205403
GOOGL,1.0639354318372265,0.007419289304040541,0.005830213629479044,0.11764580875388087,0.6159226339425463,0.058614577887373,0.059007800220487155,0.432870257873822,0.4383540939002298,0.7794273222216718,0.7328756006644401,26.5,92.2,10308.5,5696.3,5973.0,1228010.0,0.0010000000001400805,0.005211641837485179
DHR,0.7626850340785578,0.013744695719672547,0.0071026887128301,0.14332263121936803,0.3570176986841501,0.04264830680616356,0.04337677567930621,0.3838435026479717,0.3916825935620602,0.6653217174645164,0.6244252873222562,85.7,248.1,686.3,702.7,728.0,184742.4,0.001,0.0049663669879667525
PWR,1.1714982921481123,0.011166077632208631,0.010190242043140823,0.20562527254601187,0.3889188806440861,0.06431540948384995,0.06490721159835701,0.3244861018132949,0.33427232166721227,0.6290245330817319,0.5777169960860753,28.4,140.3,206.2,212.5,143.0,20093.3,0.001,0.0048783412291963655
FORM,1.3100939434496683,0.0019166074790423863,0.014285188860885879,0.288255749024932,0.28826743489060136,0.07166097900283243,0.07176255919922167,0.26190869135210443,0.2751205893135152,0.5987256417225616,0.5316379905227339,8.6,20.6,50.5,56.4,77.1,2093.4,0.001,0.004856090449285056
LYV,1.28275548206219,0.005064448804758609,0.01158021898090316,0.23367312317115346,0.3714174890935624,0.07021204054929607,0.07048045633594828,0.3033838330095524,0.3148785691006885,0.6352593497967561,0.5574801674594666,26.1,78.1,181.9,200.7,230.0,18045.9,0.001,0.004092768458396381
ICE,0.838203061608801,0.004189467138399727,0.00572685646720304,0.11556020130975825,0.5077773497132736,0.04665076226526645,0.04687280402360164,0.43516693696685915,0.4451293608703624,0.8059452274961473,0.7680554051060487,43.9,95.6,363.3,563.5,558.5,52433.6,0.001,0.003904937135806058
EXPD,0.8741526455577995,0.0014835566381141646,0.007665470696593438,0.15467880885532667,0.3850856670838726,0.04855609021456337,0.048634718716383425,0.3750758599161318,0.37968672411751997,0.6302061393159836,0.587032812799409,44.6,96.4,212.0,193.0,163.6,15806.6,0.001,0.0033350189647005147
MYRG,1.046721672938688,0.009318528153838369,0.012020693716191803,0.2425613063085035,0.26746979658295966,0.05770224866575046,0.05819613065790389,0.28362054348560156,0.2909560943189337,0.6071713480911646,0.5473287661307633,27.4,80.3,20.4,20.8,16.6,1523.1,0.001000000001922495,0.003283457265478025
HD,1.0354759734655385,0.00018210793301170558,0.00712177891223251,0.14370784556839522,0.5044605181236512,0.057106226593673544,0.05711587831412317,0.40106312156045115,0.40150490317399984,0.6014578141977054,0.5542653515286945,105.0,291.1,1541.6,1317.8,1023.7,297034.2,0.001,0.0030150444509063797
NKE,0.9308246072773293,0.007025819425990187,0.007791586122182167,0.15722364720648185,0.40732797078205707,0.051559704185698454,0.05193207261527594,0.37406719850606657,0.3788867769523744,0.6768898346944301,0.6353496217865618,48.1,90.5,1475.8,1367.9,1259.7,144561.5,0.001,0.002908162960123944
JBHT,1.0370578639084587,0.0010005044621970317,0.007199841373119033,0.1452830402229921,0.4997731741979119,0.05719006678714831,0.057243093523644754,0.3908429135781501,0.39936317094124113,0.8493803845486412,0.7970536341898194,84.3,166.1,116.9,117.2,103.8,17604.6,0.0010000000002833253,0.0026792944690254505
ORLY,0.9988649226845195,0.011642575503526733,0.007384639777644918,0.14901202155001378,0.4683821236990594,0.05516584090227953,0.05578289740396645,0.38283470059450836,0.39320891407999264,0.6163158624538594,0.5648452389381122,192.6,813.2,128.3,101.4,63.3,49227.4,0.001,0.0026596118748876546
EGP,0.9028980815503623,0.00568727937832742,0.006340757062201599,0.12794788323412498,0.49403720540549734,0.050079598322169204,0.05038102412922056,0.42210912045471805,0.4233707614718985,0.5850221226323873,0.5380926195603818,63.3,153.1,27.1,31.9,43.6,6619.3,0.001,0.0025670380014195388
TMO,0.802103131436244,0.012528408577314765,0.007386836814623188,0.1490563547783648,0.3621602791203783,0.04473746596612093,0.045401471620718614,0.3768334007250379,0.3843645042224492,0.6245492489878532,0.5867589716899034,125.3,498.3,378.3,400.0,391.8,197069.9,0.001,0.0024935838766039775
NDAQ,0.9225448542170135,0.007158684894611977,0.005735410306439679,0.11573280619165432,0.5547491215081874,0.051120877273501716,0.05150028757291615,0.4474015665439796,0.4440421811465436,0.5769943133929952,0.5375490471803496,16.0,60.7,531.5,503.0,491.2,29488.3,0.001,0.002455676512757735
POOL,0.8729995124092246,0.01439650490972376,0.00890235607327038,0.1796374792785252,0.31651430904081945,0.0484949741576889,0.04925798891790426,0.33291071132665656,0.3444478522872789,0.5664975126047997,0.5221999511373993,63.4,304.2,47.6,43.4,39.6,12110.0,0.0010000000001957625,0.0023994593616916975
ADP,0.8428751430965667,0.003742912396057527,0.006930911456491232,0.13985639901385713,0.41595029785504545,0.04689838258411804,0.04709675694110908,0.40546209474084516,0.40176091144044684,0.5263719066566376,0.4883996921490894,83.4,235.0,488.7,482.1,415.3,97651.7,0.001,0.002397721929498788
VICR,0.8653048305160944,0.013211943453260207,0.019435517309861785,0.39218239635466845,0.08713606396570239,0.04808715601735301,0.04878738902037579,0.1789987794180967,0.1815135562303668,0.3422437059209881,0.2952262976276148,12.1,48.3,30.0,26.8,32.2,2106.4,0.001,0.002371256127461836
AZO,0.8990347244454115,0.013943902406535976,0.008651779333464223,0.1745811803017002,0.3420972627155676,0.049874840395606815,0.05061386722315322,0.3463921094988296,0.35302972846232195,0.5777277953030134,0.5270688344071645,619.1,2521.8,39.4,31.9,19.0,46004.9,0.001,0.0021356379831030873
MMC,0.9723796422750645,0.003752175638876569,0.005092247838600669,0.10275465933499733,0.6371414464736591,0.05376212104057841,0.05396098634943887,0.4691218429610404,0.4642930418411239,0.5616211116197639,0.5177901468522785,57.2,155.2,538.0,540.9,496.0,76603.7,0.001,0.0020853932469670653
TDY,1.0730179388506647,0.007932893530629322,0.0072171605293502895,0.14563251732130267,0.5156105251197971,0.059095950759085226,0.05951639411620858,0.39498352476974086,0.39958024888315924,0.6328944673529219,0.5865614054420373,102.7,379.9,37.0,36.6,46.9,17652.5,0.08,0.0015886645424575188
BX,1.2912981601484659,0.011577850410760442,0.007911264989399928,0.15963860453384138,0.561968734059607,0.07066480248786869,0.07127842855963899,0.37812089925009607,0.3863084002776635,0.6868438969520901,0.6345668462789821,33.8,93.5,370.5,520.5,709.0,111895.4,0.001,0.0011586716114298829
SYK,0.9625282269897024,0.00010728897939634603,0.006694650518772071,0.1350889735194667,0.4988584778100349,0.05323999603045423,0.05324568234636223,0.4106337507638689,0.41277265662288776,0.7104467403445878,0.6665079863340428,94.3,228.3,382.7,378.3,378.3,86480.3,0.001,0.0010682950890876918
FR,0.9637304364200024,0.002917205246909699,0.00560331896251309,0.11306738190821873,0.5875459707237715,0.053303713130260125,0.05345832500834634,0.4453416995687107,0.44770456262532143,0.7279946529864101,0.6812703693188868,20.6,47.1,86.6,110.6,132.1,6331.3,0.001,0.0010552406149482085
MELI,1.4634425585956128,0.014677023862795817,0.015644975362953666,0.3156943975779645,0.29644565298492587,0.07978845560556748,0.08056633787029566,0.25525576396228505,0.2676204726984035,0.583433561528359,0.5234388950649059,127.7,836.8,44.1,44.2,50.3,41949.9,0.001,0.000946347259110952
AXP,1.119102427537347,0.0008226123701776084,0.008034043616779776,0.16211611081984761,0.48303482034221834,0.06153842865947939,0.061582027115098796,0.3789374729590103,0.37978455497939334,0.4824885426820304,0.4329800192880565,93.0,147.0,1161.5,1023.0,747.2,109753.5,0.001,0.0004727397080459177
WIRE,1.139970948924151,0.005413841251632564,0.01085812980070524,0.21910234223659583,0.34674285445428743,0.06264446029298,0.06293139387931652,0.30710057142437014,0.31925857165400995,0.521559566836359,0.47170465714364296,37.3,139.0,23.4,20.7,19.1,2724.6,0.001,0.00041952084611789856
ARE,0.8228140739423305,0.0004288119573492125,0.006038776947303804,0.12185433382023919,0.4720247965540231,0.04583514591894352,0.04585787295268303,0.4281439194080676,0.43317698098612023,0.7756563839124763,0.7322585643963548,88.7,142.1,62.0,72.0,164.1,22988.6,0.001,0.000408709267611225
AGCO,1.301530331999171,0.0004789061529833608,0.008533771691752498,0.1721999460398684,0.5283330823736831,0.07120710759595605,0.07123248962206417,0.3693505600292273,0.3734131872749191,0.6368445529159131,0.5708587863869439,45.2,121.3,97.2,92.0,74.6,8901.8,0.001,0.0003957075957094314
DIOD,1.067454079219774,0.00623205755524002,0.013071287620091058,0.2637608673110681,0.24308349726880618,0.05880106619864802,0.05913136524907574,0.2683691599844204,0.27498563690923516,0.5707440282067465,0.5211912733375605,27.6,69.7,45.6,47.6,45.5,3301.9,0.0010000000003927713,0.0003052144558286116
CRM,1.0709800133777816,0.0024270099324826652,0.009152844676117888,0.18469199977098577,0.3973435666266072,0.05898794070902243,0.059116572235444004,0.33329503658460535,0.3510650460536273,0.6935095254085265,0.6409952094402196,59.3,159.8,544.0,631.0,1000.0,159910.0,0.001,5.484445717774772e-05
AMRC,0.9128204579953038,0.03438023329686982,0.02010064160145216,0.4056037030475064,0.0903391944545191,0.0506054842737511,0.0524276366384852,0.1723586060776534,0.18009671733197669,0.2815209118064425,0.22735126865908767,7.0,60.1,25.4,28.4,33.8,3162.4,0.001,4.006750605665891e-05
FDS,0.8023949061554997,0.007106607651390378,0.00711178357847992,0.14350615328097327,0.38003970900455786,0.044752930026241484,0.04512958023176517,0.39502067196579016,0.3936650187601705,0.5765768546512606,0.534862931308004,140.8,423.4,45.1,41.7,38.1,15903.9,0.001,1.6698152883209956e-05
